# lo0 lores lofreq freq dec resbin ridx weight widx noise166 flux10 snr10 hours snravg noise50 psf_area psf_sym psf_mean noise50k speed speed_avg
SKA1V8-C9B120 0 0 1400 -30 2.0-3.0arcsec 3 natural 0 1.5 7.90 5.40 31.01 5.08 2.7 17 0.09 2.3621 84 10 31
SKA1V8-C9B120 0 0 800 -50 0.4-1.0arcsec 0 natural 0 1.8 11.69 6.39 17.45 6.77 3.3 1.6 0.08 0.7195 1.1e+02 44 40
SKA1W8-C9B120 0 0 650 -50 0.4-1.0arcsec 0 natural 0 1.5 13.52 9.01 9.76 9.05 2.7 2 0.12 0.8042 86 1.3e+02 83
SKASUR1 0 0 650 -30 0.4-1.0arcsec 0 natural 0 91 13.52 0.15 1259.99 0.80 1.7e+02 4.1 0.64 1.2833 5.3e+03 0.4 17
SKA1W8-C9B120 0 0 800 -10 0.4-2.0arcsec 1 natural 0 1.1 11.69 10.98 6.50 11.09 1.9 2.2 0.06 0.8413 61 1.3e+02 1.3e+02
SKA1W8-C9B120 0 0 1000 -50 10.0-60.0arcmin 8 natural 0 8.4 10.00 1.19 261.61 1.75 15 1.9e+06 0.02 774.4855 4.8e+02 0.97 5.6
SKA1V8 0 0 800 -10 10.0-60.0arcmin 8 natural 0 6.1 11.69 1.92 230.68 1.86 11 2e+06 0.01 798.3992 3.5e+02 4 6.3
SKA1V8 0 0 800 -30 3.0-10.0arcsec 5 natural 0 1.5 11.69 7.79 12.23 8.09 2.7 81 0.07 5.0771 86 65 74
SKA1V8 0 0 1000 -50 10.0-60.0arcsec 6 natural 0 1.2 10.00 8.58 7.34 10.44 2.1 1.4e+03 0.02 20.7580 67 51 1.3e+02
SKA1W8-C9B120 0 0 1400 -10 3.0-10.0arcsec 5 natural 0 0.95 7.90 8.32 13.83 7.60 1.7 87 0.04 5.2687 55 24 65
SKA1W8 0 0 1400 -30 0.4-2.0arcsec 1 natural 0 0.67 7.90 11.74 6.75 10.89 1.2 1.2 0.10 0.6131 39 48 1.3e+02
SKASUR1 0 0 800 -50 10.0-60.0arcsec 6 natural 0 3.1 11.69 3.76 56.44 3.77 5.7 9.7e+02 0.13 17.6253 1.8e+02 2.5e+02 2.7e+02
SKA1W8 0 0 1000 -30 0.4-1.0arcsec 0 natural 0 1.3 10.00 7.95 10.42 8.76 2.3 1.2 0.11 0.6119 72 43 77
SKA1W8-V2 0 0 800 -50 0.4-1.0arcsec 0 natural 0 1.4 11.69 8.38 10.67 8.66 2.5 1.7 0.11 0.7418 80 75 67
SKASUR 0 0 650 -10 2.0-3.0arcsec 3 natural 0 7.9 13.52 1.71 274.57 1.71 14 17 0.17 2.3644 4.6e+02 53 53
SKA1W8-C9B120 0 0 1400 -50 1.0-2.0arcsec 2 natural 0 1.3 7.90 5.98 18.59 6.56 2.4 5.5 0.07 1.3227 76 13 65
SKA1W8-V2 0 0 650 -10 3.0-4.0arcsec 4 natural 0 3.5 13.52 3.90 64.32 3.53 6.3 35 0.06 3.3389 2e+02 25 15
SKA1V8 0 0 800 -50 3.0-4.0arcsec 4 natural 0 3.2 11.69 3.62 55.33 3.80 5.9 35 0.03 3.3420 1.9e+02 14 17
SKA1W8-V2 0 0 650 -30 0.4-1.0arcsec 0 natural 0 1.7 13.52 7.85 10.80 8.61 3.1 2.1 0.15 0.8117 99 1e+02 68
SKA1V8 0 0 650 -30 10.0-60.0arcsec 6 natural 0 1.2 13.52 11.70 7.49 10.34 2.1 1.3e+03 0.03 20.0938 67 2.2e+02 1.3e+02
SKASUR1 0 0 1000 -30 10.0-60.0arcsec 6 natural 0 2.6 10.00 3.86 56.48 3.76 4.7 8.4e+02 0.11 16.3993 1.5e+02 2.7e+02 2.7e+02
SKA1W8-12C0B120 0 0 1400 -10 0.4-2.0arcsec 1 natural 0 0.6 7.90 13.27 5.39 12.19 1.1 1.2 0.07 0.6307 34 62 1.7e+02
SKA1W8 0 0 650 -50 10.0-60.0arcmin 8 natural 0 5.3 13.52 2.56 257.85 1.76 9.6 2.1e+06 0.00 815.0991 3e+02 11 5.6
SKASUR1 0 0 650 -50 3.0-4.0arcsec 4 natural 0 10 13.52 1.34 431.75 1.36 18 36 0.06 3.3726 5.8e+02 32 34
SKASUR 0 0 1000 -30 10.0-100.0arcsec 7 natural 0 3.7 10.00 2.70 88.22 3.01 6.7 9.5e+02 0.06 17.4141 2.1e+02 1.3e+02 1.8e+02
SKASUR1 0 0 800 -30 3.0-4.0arcsec 4 natural 0 10 11.69 1.14 456.51 1.32 19 36 0.18 3.3792 5.9e+02 24 32
SKA1V8-C9B120 0 0 800 -50 1.0-2.0arcsec 2 natural 0 1.8 11.69 6.42 17.72 6.72 3.3 5.8 0.02 1.3597 1e+02 44 53
SKA1W8 0 0 800 -10 1.0-2.0arcsec 2 natural 0 1.8 11.69 6.36 18.34 6.60 3.4 5.3 0.04 1.2937 1.1e+02 43 65
SKA1W8 0 0 650 -50 10.0-100.0arcsec 7 natural 0 1 13.52 13.02 6.00 11.55 1.9 2.2e+03 0.04 26.5687 60 2.8e+02 1.6e+02
SKA1W8-V2 0 0 1000 -50 0.4-1.0arcsec 0 natural 0 1.3 10.00 7.85 10.67 8.66 2.3 1.3 0.09 0.6427 73 42 67
SKA1W8-12C0B120 0 0 650 -30 3.0-10.0arcsec 5 natural 0 1.6 13.52 8.25 14.69 7.38 3 75 0.07 4.8975 94 1.1e+02 64
SKA1W8-V2 0 0 650 -10 10.0-60.0arcmin 8 natural 0 5 13.52 2.69 231.19 1.86 9.2 2.1e+06 0.02 818.8186 2.9e+02 12 6.2
SKA1W8-C9B120 0 0 1000 -10 3.0-10.0arcsec 5 natural 0 1.6 10.00 6.39 13.83 7.60 2.9 84 0.01 5.1799 90 28 65
SKASUR 0 0 800 -30 0.4-2.0arcsec 1 natural 0 5 11.69 2.32 108.82 2.71 9.2 5.4 0.29 1.3255 2.9e+02 97 1.4e+02
SKA1V8 0 0 650 -30 1.0-2.0arcsec 2 natural 0 2 13.52 6.77 21.33 6.12 3.6 5.5 0.05 1.3274 1.2e+02 74 44
SKA1W8 0 0 1000 -10 2.0-3.0arcsec 3 natural 0 3 10.00 3.38 46.14 4.16 5.4 17 0.05 2.3473 1.7e+02 7.9 21
SKA1V8 0 0 1000 -10 0.4-2.0arcsec 1 natural 0 1.2 10.00 8.22 8.92 9.47 2.2 1.9 0.05 0.7685 70 46 96
SKA1W8-C9B120 0 0 1400 -10 3.0-4.0arcsec 4 natural 0 2.1 7.90 3.81 64.90 3.51 3.8 35 0.01 3.3423 1.2e+02 5.1 14
SKA1W8-C9B120 0 0 800 -10 10.0-60.0arcmin 8 natural 0 6.2 11.69 1.88 237.81 1.83 11 2e+06 0.00 797.8332 3.6e+02 3.8 6.1
SKA1W8 0 0 1000 -30 1.0-2.0arcsec 2 natural 0 2.1 10.00 4.83 19.02 6.49 3.8 5.4 0.08 1.3095 1.2e+02 16 62
SKASUR 0 0 650 -30 10.0-60.0arcmin 8 natural 0 47 13.52 0.29 16369.08 0.22 85 4e+06 0.42 1167.2907 2.7e+03 1.5 0.98
SKA1W8-V2 0 0 1400 -30 10.0-60.0arcsec 6 natural 0 0.75 7.90 10.57 8.54 9.68 1.4 1.7e+03 0.00 23.3507 43 39 1e+02
SKA1V8 0 0 1400 -10 10.0-100.0arcsec 7 natural 0 0.64 7.90 12.34 5.52 12.04 1.2 2.1e+03 0.04 25.9766 37 53 1.8e+02
SKA1W8 0 0 1000 -50 0.4-1.0arcsec 0 natural 0 1.3 10.00 7.67 10.49 8.73 2.4 1.2 0.09 0.6151 75 40 76
SKA1W8-12C0B120 0 0 1400 -30 3.0-4.0arcsec 4 natural 0 2.4 7.90 3.30 63.84 3.54 4.4 34 0.03 3.3139 1.4e+02 3.8 14
SKASUR1 0 0 1000 -10 3.0-10.0arcsec 5 natural 0 2.8 10.00 3.62 82.59 3.11 5 97 0.04 5.5570 1.6e+02 2.4e+02 1.8e+02
SKA1W8-12C0B120 0 0 1000 -30 3.0-4.0arcsec 4 natural 0 2.9 10.00 3.47 63.84 3.54 5.2 35 0.13 3.3385 1.7e+02 8.3 14
SKASUR 0 0 800 -30 10.0-60.0arcmin 8 natural 0 49 11.69 0.24 16369.08 0.22 89 3.1e+06 0.33 1019.1460 2.8e+03 1 0.98
SKA1V8-C9B120 0 0 650 -10 2.0-3.0arcsec 3 natural 0 2.3 13.52 5.88 31.10 5.07 4.2 17 0.09 2.3599 1.3e+02 56 32
SKA1W8-C9B120 0 0 1000 -30 3.0-10.0arcsec 5 natural 0 1.5 10.00 6.51 13.65 7.66 2.8 86 0.05 5.2188 89 29 65
SKA1W8-C9B120 0 0 1000 -10 3.0-4.0arcsec 4 natural 0 3.3 10.00 3.02 64.90 3.51 6 35 0.07 3.3594 1.9e+02 6.3 14
SKA1W8-C9B120 0 0 650 -10 1.0-2.0arcsec 2 natural 0 1.5 13.52 8.92 17.57 6.75 2.8 4.8 0.06 1.2400 87 1.3e+02 69
SKA1V8 0 0 650 -10 3.0-10.0arcsec 5 natural 0 1.5 13.52 8.87 12.07 8.14 2.8 77 0.00 4.9511 88 1.3e+02 75
SKA1V8 0 0 650 -50 1.0-2.0arcsec 2 natural 0 2 13.52 6.88 21.16 6.15 3.6 5.4 0.06 1.3173 1.1e+02 77 44
SKA1V8 0 0 800 -10 10.0-100.0arcsec 7 natural 0 0.99 11.69 11.82 5.52 12.04 1.8 1.9e+03 0.06 24.5638 57 1.5e+02 1.8e+02
SKA1V8-C9B120 0 0 800 -30 0.4-2.0arcsec 1 natural 0 1.3 11.69 9.08 8.44 9.74 2.3 2.9 0.09 0.9626 74 88 97
SKA1W8 0 0 1400 -30 3.0-4.0arcsec 4 natural 0 2.2 7.90 3.59 65.79 3.49 4 35 0.10 3.3490 1.3e+02 4.5 15
SKASUR 0 0 650 -30 10.0-60.0arcsec 6 natural 0 3.5 13.52 3.86 94.59 2.91 6.4 7.6e+02 0.06 15.5446 2e+02 2.7e+02 1.7e+02
SKA1W8-12C0B120 0 0 1000 -50 10.0-60.0arcmin 8 natural 0 8.2 10.00 1.22 257.53 1.76 15 1.9e+06 0.02 775.0471 4.7e+02 1 5.6
SKA1V8-C9B120 0 0 1400 -10 0.4-1.0arcsec 0 natural 0 0.92 7.90 8.59 18.19 6.63 1.7 1.1 0.04 0.5832 53 26 37
SKASUR1 0 0 800 -30 10.0-60.0arcsec 6 natural 0 3.1 11.69 3.79 56.48 3.76 5.6 9.6e+02 0.14 17.5146 1.8e+02 2.6e+02 2.7e+02
SKASUR1 0 0 1000 -30 1.0-2.0arcsec 2 natural 0 4.6 10.00 2.18 273.35 1.71 8.4 5.9 0.37 1.4122 2.6e+02 85 56
SKA1V8 0 0 1000 -30 3.0-4.0arcsec 4 natural 0 3.1 10.00 3.21 54.83 3.82 5.7 35 0.10 3.3600 1.8e+02 7.1 17
SKA1V8-C9B120 0 0 650 -10 10.0-60.0arcsec 6 natural 0 1.1 13.52 12.00 7.44 10.37 2.1 1.2e+03 0.07 19.6973 65 2.3e+02 1.3e+02
SKA1V8-C9B120 0 0 1000 -10 0.4-1.0arcsec 0 natural 0 1.7 10.00 5.84 18.19 6.63 3.1 1.3 0.01 0.6362 99 23 37
SKA1V8 0 0 1000 -10 2.0-3.0arcsec 3 natural 0 2.6 10.00 3.78 36.11 4.71 4.8 17 0.06 2.3451 1.5e+02 9.8 26
SKASUR 0 0 800 -50 3.0-4.0arcsec 4 natural 0 8.8 11.69 1.32 326.01 1.57 16 36 0.05 3.3658 5.1e+02 31 46
SKA1V8 0 0 1400 -30 3.0-4.0arcsec 4 natural 0 2 7.90 3.97 54.83 3.82 3.6 35 0.07 3.3361 1.1e+02 5.5 17
SKA1W8-12C0B120 0 0 1000 -50 1.0-2.0arcsec 2 natural 0 1.8 10.00 5.63 13.76 7.62 3.2 5.5 0.02 1.3239 1e+02 22 90
SKASUR 0 0 650 -30 0.4-1.0arcsec 0 natural 0 23 13.52 0.59 362.32 1.49 42 2.7 0.38 0.9509 1.3e+03 6.2 48
SKA1V8-C9B120 0 0 650 -50 0.4-1.0arcsec 0 natural 0 2.3 13.52 5.86 17.45 6.77 4.2 2 0.07 0.7974 1.3e+02 56 40
SKA1W8 0 0 1400 -30 10.0-60.0arcsec 6 natural 0 0.75 7.90 10.52 8.35 9.79 1.4 1.6e+03 0.00 22.7423 43 39 1.1e+02
SKASUR 0 0 650 -10 3.0-10.0arcsec 5 natural 0 3.8 13.52 3.52 65.00 3.51 7 93 0.01 5.4486 2.2e+02 2.2e+02 2.3e+02
SKA1W8-12C0B120 0 0 650 -50 3.0-10.0arcsec 5 natural 0 1.6 13.52 8.25 14.55 7.42 3 76 0.08 4.9103 94 1.1e+02 64
SKA1W8-12C0B120 0 0 800 -10 10.0-60.0arcmin 8 natural 0 6.2 11.69 1.89 234.53 1.85 11 2e+06 0.01 798.3992 3.6e+02 3.8 6.2
SKA1W8-12C0B120 0 0 1000 -10 10.0-60.0arcsec 6 natural 0 1.2 10.00 8.04 8.63 9.63 2.3 1.5e+03 0.02 21.8552 72 44 1.1e+02
SKASUR 0 0 650 -50 10.0-60.0arcsec 6 natural 0 3.6 13.52 3.81 94.93 2.90 6.5 7.6e+02 0.05 15.5669 2e+02 2.6e+02 1.7e+02
SKASUR 0 0 1000 -10 3.0-4.0arcsec 4 natural 0 5.6 10.00 1.80 354.12 1.50 10 36 0.10 3.3841 3.2e+02 58 42
SKA1W8-V2 0 0 1400 -50 3.0-4.0arcsec 4 natural 0 2.3 7.90 3.39 65.72 3.49 4.2 35 0.06 3.3289 1.3e+02 4 14
SKA1W8-C9B120 0 0 800 -30 3.0-10.0arcsec 5 natural 0 1.6 11.69 7.35 13.65 7.66 2.9 82 0.06 5.1207 92 58 65
SKA1W8-C9B120 0 0 800 -50 0.4-1.0arcsec 0 natural 0 1.3 11.69 8.82 9.76 9.05 2.4 1.6 0.11 0.7110 76 83 83
SKA1W8-12C0B120 0 0 1400 -10 3.0-10.0arcsec 5 natural 0 1 7.90 7.72 14.33 7.47 1.9 89 0.08 5.3281 59 21 66
SKA1W8-V2 0 0 1400 -30 0.4-1.0arcsec 0 natural 0 0.76 7.90 10.37 10.80 8.61 1.4 0.92 0.09 0.5429 44 38 68
SKA1W8-V2 0 0 800 -10 0.4-2.0arcsec 1 natural 0 1.1 11.69 10.73 6.50 11.10 2 2.6 0.04 0.9143 63 1.2e+02 1.4e+02
SKA1W8 0 0 1400 -50 10.0-100.0arcsec 7 natural 0 0.65 7.90 12.18 6.00 11.55 1.2 2.4e+03 0.00 27.6946 37 52 1.6e+02
SKA1W8-V2 0 0 1000 -50 3.0-4.0arcsec 4 natural 0 3 10.00 3.32 65.72 3.49 5.5 35 0.13 3.3482 1.7e+02 7.6 14
SKA1V8-C9B120 0 0 1000 -50 10.0-100.0arcsec 7 natural 0 1 10.00 9.67 5.88 11.66 1.9 1.8e+03 0.02 23.9539 60 64 1.7e+02
SKASUR 0 0 650 -50 3.0-10.0arcsec 5 natural 0 3.6 13.52 3.71 61.13 3.62 6.6 96 0.03 5.5215 2.1e+02 2.5e+02 2.4e+02
SKA1W8-V2 0 0 1000 -30 1.0-2.0arcsec 2 natural 0 1.9 10.00 5.33 15.68 7.14 3.4 5.6 0.08 1.3365 1.1e+02 19 75
SKA1W8-12C0B120 0 0 800 -10 10.0-60.0arcsec 6 natural 0 1.2 11.69 9.38 8.63 9.63 2.3 1.3e+03 0.07 20.5064 72 94 1.1e+02
SKASUR 0 0 800 -50 0.4-1.0arcsec 0 natural 0 12 11.69 0.94 398.05 1.42 23 2.6 0.24 0.9227 7.1e+02 16 45
SKA1W8-12C0B120 0 0 650 -30 1.0-2.0arcsec 2 natural 0 1.3 13.52 10.02 14.08 7.54 2.5 4.8 0.06 1.2376 78 1.6e+02 88
SKA1V8 0 0 1400 -30 10.0-100.0arcsec 7 natural 0 0.65 7.90 12.12 5.56 12.00 1.2 2.1e+03 0.01 26.1124 38 51 1.8e+02
SKASUR1 0 0 650 -30 10.0-60.0arcsec 6 natural 0 3 13.52 4.54 56.48 3.76 5.4 1.1e+03 0.17 18.8977 1.7e+02 3.7e+02 2.7e+02
SKASUR 0 0 1000 -30 3.0-10.0arcsec 5 natural 0 2.4 10.00 4.10 63.26 3.56 4.4 88 0.01 5.2789 1.4e+02 3e+02 2.3e+02
SKA1V8-C9B120 0 0 1400 -10 10.0-60.0arcsec 6 natural 0 0.75 7.90 10.58 7.44 10.37 1.4 1.3e+03 0.04 20.2539 43 39 1.3e+02
SKASUR 0 0 800 -30 10.0-60.0arcsec 6 natural 0 3.9 11.69 2.98 94.59 2.91 7.1 8e+02 0.07 15.9317 2.3e+02 1.6e+02 1.7e+02
SKA1W8-12C0B120 0 0 1000 -10 3.0-4.0arcsec 4 natural 0 2.8 10.00 3.57 60.72 3.63 5.1 35 0.15 3.3520 1.6e+02 8.8 15
SKA1W8-C9B120 0 0 1400 -50 2.0-3.0arcsec 3 natural 0 1.7 7.90 4.69 43.27 4.30 3.1 18 0.05 2.3921 97 7.7 22
SKASUR1 0 0 1400 -30 1.0-2.0arcsec 2 natural 0 4.5 7.90 1.74 273.35 1.71 8.3 5.8 0.09 1.3550 2.6e+02 54 56
SKA1V8-C9B120 0 0 650 -30 0.4-1.0arcsec 0 natural 0 2.3 13.52 6.00 17.34 6.79 4.1 2 0.12 0.7990 1.3e+02 59 40
SKA1V8 0 0 650 -50 10.0-100.0arcsec 7 natural 0 0.98 13.52 13.83 5.50 12.06 1.8 2e+03 0.03 25.0261 56 3.1e+02 1.8e+02
SKA1W8-V2 0 0 800 -30 10.0-100.0arcsec 7 natural 0 1 11.69 11.28 6.05 11.50 1.9 2.4e+03 0.02 27.5237 60 1.4e+02 1.5e+02
SKA1W8 0 0 800 -30 3.0-10.0arcsec 5 natural 0 1.7 11.69 6.93 15.27 7.24 3.1 80 0.07 5.0651 97 51 59
SKA1W8-C9B120 0 0 1400 -50 0.4-1.0arcsec 0 natural 0 0.78 7.90 10.17 9.76 9.05 1.4 0.83 0.07 0.5154 45 36 83
SKASUR1 0 0 800 -10 3.0-4.0arcsec 4 natural 0 11 11.69 1.08 497.51 1.27 20 36 0.22 3.4051 6.3e+02 21 30
SKA1W8 0 0 650 -50 0.4-2.0arcsec 1 natural 0 1.1 13.52 11.85 6.70 10.93 2.1 3.1 0.10 0.9905 66 2.3e+02 1.3e+02
SKA1W8-12C0B120 0 0 800 -10 2.0-3.0arcsec 3 natural 0 2.6 11.69 4.44 33.82 4.86 4.8 17 0.05 2.3353 1.5e+02 21 31
SKA1V8 0 0 1400 -30 3.0-10.0arcsec 5 natural 0 0.9 7.90 8.76 12.23 8.09 1.6 85 0.01 5.2164 52 27 74
SKA1W8 0 0 800 -30 0.4-1.0arcsec 0 natural 0 1.4 11.69 8.38 10.42 8.76 2.5 1.6 0.12 0.7067 80 75 77
SKASUR1 0 0 800 -50 10.0-60.0arcmin 8 natural 0 55 11.69 0.21 20376.72 0.20 1e+02 2.9e+06 0.19 962.7522 3.1e+03 0.82 0.82
SKASUR1 0 0 1400 -30 10.0-60.0arcsec 6 natural 0 3 7.90 2.60 56.48 3.76 5.5 7.3e+02 0.05 15.2911 1.8e+02 1.2e+02 2.7e+02
SKASUR1 0 0 650 -50 2.0-3.0arcsec 3 natural 0 9.4 13.52 1.44 344.70 1.52 17 19 0.14 2.4368 5.4e+02 37 43
SKA1W8 0 0 1400 -30 10.0-100.0arcsec 7 natural 0 0.66 7.90 11.99 6.12 11.43 1.2 2.4e+03 0.01 27.7621 38 50 1.5e+02
SKA1V8-C9B120 0 0 1400 -50 2.0-3.0arcsec 3 natural 0 1.5 7.90 5.32 31.09 5.07 2.7 17 0.07 2.3610 86 9.9 31
SKA1W8-V2 0 0 1000 -10 2.0-3.0arcsec 3 natural 0 3 10.00 3.33 37.70 4.61 5.5 17 0.10 2.3629 1.7e+02 7.6 27
SKA1W8 0 0 650 -10 0.4-1.0arcsec 0 natural 0 1.7 13.52 8.13 10.78 8.61 3 2 0.04 0.8046 96 1.1e+02 71
SKA1V8 0 0 1400 -50 0.4-2.0arcsec 1 natural 0 0.75 7.90 10.48 8.97 9.44 1.4 1.8 0.07 0.7570 43 38 97
SKASUR 0 0 800 -10 3.0-10.0arcsec 5 natural 0 3.6 11.69 3.27 65.00 3.51 6.5 98 0.03 5.5916 2.1e+02 1.9e+02 2.3e+02
SKA1V8 0 0 800 -50 10.0-60.0arcmin 8 natural 0 6.4 11.69 1.82 257.08 1.76 12 2e+06 0.00 793.8354 3.7e+02 3.6 5.6
SKA1V8 0 0 800 -50 2.0-3.0arcsec 3 natural 0 2.6 11.69 4.55 36.79 4.66 4.7 17 0.06 2.3386 1.5e+02 22 26
SKA1W8-V2 0 0 1400 -50 0.4-1.0arcsec 0 natural 0 0.76 7.90 10.45 10.67 8.66 1.4 0.92 0.08 0.5429 44 38 67
SKA1W8-12C0B120 0 0 650 -10 0.4-1.0arcsec 0 natural 0 1.6 13.52 8.65 8.92 9.47 2.8 2 0.03 0.7965 90 1.2e+02 83
SKA1W8-C9B120 0 0 650 -30 3.0-10.0arcsec 5 natural 0 1.6 13.52 8.21 13.65 7.66 3 79 0.07 5.0183 95 1.1e+02 65
SKA1W8 0 0 1000 -50 3.0-4.0arcsec 4 natural 0 3.5 10.00 2.85 69.70 3.39 6.4 35 0.09 3.3379 2e+02 5.6 14
SKASUR1 0 0 650 -30 3.0-10.0arcsec 5 natural 0 4.5 13.52 3.00 79.81 3.17 8.2 89 0.09 5.3416 2.6e+02 1.6e+02 1.8e+02
SKA1V8 0 0 1000 -10 10.0-100.0arcsec 7 natural 0 1 10.00 9.78 5.52 12.04 1.9 2.1e+03 0.03 25.8850 59 66 1.8e+02
SKA1W8-C9B120 0 0 1400 -30 0.4-1.0arcsec 0 natural 0 0.78 7.90 10.13 9.54 9.16 1.4 0.83 0.08 0.5158 45 36 87
SKA1V8-C9B120 0 0 1400 -30 3.0-4.0arcsec 4 natural 0 1.8 7.90 4.30 46.79 4.13 3.4 35 0.06 3.3417 1.1e+02 6.5 20
SKA1W8-12C0B120 0 0 800 -50 10.0-100.0arcsec 7 natural 0 1 11.69 11.28 6.04 11.51 1.9 2.3e+03 0.02 26.9362 60 1.4e+02 1.6e+02
SKA1W8-12C0B120 0 0 650 -10 10.0-100.0arcsec 7 natural 0 1.1 13.52 12.67 6.38 11.20 1.9 2.3e+03 0.10 27.1706 61 2.6e+02 1.5e+02
SKASUR 0 0 1400 -30 3.0-10.0arcsec 5 natural 0 2.6 7.90 3.09 63.26 3.56 4.7 73 0.07 4.8165 1.5e+02 1.7e+02 2.3e+02
SKA1V8 0 0 800 -10 0.4-1.0arcsec 0 natural 0 1.8 11.69 6.66 16.93 6.87 3.2 1.2 0.08 0.6169 1e+02 48 47
SKA1W8 0 0 650 -30 1.0-2.0arcsec 2 natural 0 1.6 13.52 8.40 19.02 6.49 2.9 4.8 0.05 1.2423 93 1.1e+02 62
SKA1W8-C9B120 0 0 800 -10 3.0-4.0arcsec 4 natural 0 3.5 11.69 3.34 64.90 3.51 6.4 35 0.05 3.3370 2e+02 12 14
SKA1W8 0 0 1400 -30 3.0-10.0arcsec 5 natural 0 1 7.90 7.89 15.27 7.24 1.8 88 0.01 5.2826 58 22 59
SKA1V8-C9B120 0 0 800 -50 2.0-3.0arcsec 3 natural 0 2.4 11.69 4.91 31.09 5.07 4.3 17 0.07 2.3307 1.4e+02 26 31
SKA1W8-V2 0 0 800 -10 3.0-4.0arcsec 4 natural 0 3.4 11.69 3.42 64.32 3.53 6.2 36 0.00 3.3686 2e+02 13 15
SKA1W8-12C0B120 0 0 1000 -30 2.0-3.0arcsec 3 natural 0 2.9 10.00 3.45 36.39 4.69 5.3 18 0.05 2.3850 1.7e+02 8.2 28
SKA1W8-V2 0 0 1400 -30 3.0-4.0arcsec 4 natural 0 2.4 7.90 3.25 68.06 3.43 4.4 35 0.01 3.3456 1.4e+02 3.7 14
SKA1W8-V2 0 0 650 -10 3.0-10.0arcsec 5 natural 0 1.7 13.52 8.04 15.34 7.22 3.1 74 0.00 4.8502 97 1.1e+02 61
SKASUR 0 0 1400 -50 1.0-2.0arcsec 2 natural 0 4.1 7.90 1.93 176.90 2.13 7.4 5.7 0.04 1.3475 2.4e+02 67 83
SKA1W8 0 0 1000 -10 0.4-2.0arcsec 1 natural 0 1.1 10.00 9.22 6.88 10.78 2 1.7 0.05 0.7291 63 58 1.3e+02
SKA1W8-C9B120 0 0 1400 -10 1.0-2.0arcsec 2 natural 0 1.3 7.90 6.02 17.57 6.75 2.4 5.5 0.05 1.3258 76 13 69
SKA1W8-12C0B120 0 0 1400 -50 1.0-2.0arcsec 2 natural 0 1.2 7.90 6.45 13.76 7.62 2.2 5 0.06 1.2602 71 15 90
SKA1V8 0 0 800 -30 3.0-4.0arcsec 4 natural 0 3.1 11.69 3.72 54.83 3.82 5.7 35 0.08 3.3336 1.8e+02 15 17
SKA1V8 0 0 1400 -50 3.0-10.0arcsec 5 natural 0 0.89 7.90 8.87 12.00 8.16 1.6 85 0.01 5.1906 51 28 75
SKASUR 0 0 800 -50 2.0-3.0arcsec 3 natural 0 8.1 11.69 1.44 281.03 1.69 15 17 0.02 2.3586 4.7e+02 37 52
SKA1V8 0 0 650 -50 10.0-60.0arcsec 6 natural 0 1.1 13.52 11.84 7.34 10.44 2.1 1.3e+03 0.04 20.0686 66 2.3e+02 1.3e+02
SKASUR1 0 0 650 -30 2.0-3.0arcsec 3 natural 0 9.5 13.52 1.43 365.42 1.48 17 19 0.21 2.4588 5.5e+02 37 40
SKA1W8-C9B120 0 0 800 -10 10.0-100.0arcsec 7 natural 0 1.1 11.69 10.98 6.48 11.11 1.9 1.8e+03 0.01 24.1810 61 1.3e+02 1.5e+02
SKA1W8-12C0B120 0 0 1000 -50 0.4-1.0arcsec 0 natural 0 1.2 10.00 8.63 8.82 9.52 2.1 1.3 0.09 0.6335 67 51 84
SKASUR 0 0 1400 -50 2.0-3.0arcsec 3 natural 0 4.5 7.90 1.75 281.03 1.69 8.2 18 0.06 2.3921 2.6e+02 55 52
SKA1W8-C9B120 0 0 1000 -10 2.0-3.0arcsec 3 natural 0 3 10.00 3.37 42.61 4.33 5.4 17 0.04 2.3476 1.7e+02 7.8 23
SKASUR1 0 0 800 -30 3.0-10.0arcsec 5 natural 0 4.1 11.69 2.82 79.81 3.17 7.6 92 0.06 5.4165 2.4e+02 1.4e+02 1.8e+02
SKA1W8-C9B120 0 0 1400 -30 3.0-10.0arcsec 5 natural 0 0.94 7.90 8.42 13.65 7.66 1.7 86 0.02 5.2221 54 25 65
SKASUR1 0 0 800 -30 2.0-3.0arcsec 3 natural 0 8.7 11.69 1.35 365.42 1.48 16 17 0.06 2.3418 5e+02 33 40
SKASUR 0 0 650 -50 10.0-60.0arcmin 8 natural 0 47 13.52 0.29 17026.35 0.22 85 3.4e+06 0.26 1050.6848 2.7e+03 1.5 0.96
SKA1W8 0 0 1000 -50 10.0-100.0arcsec 7 natural 0 1.1 10.00 9.27 6.00 11.55 2 2.5e+03 0.02 28.2287 62 59 1.6e+02
SKA1W8 0 0 800 -10 10.0-60.0arcsec 6 natural 0 1.2 11.69 9.64 8.27 9.84 2.2 1.3e+03 0.07 20.3465 70 1e+02 1.1e+02
SKA1W8-V2 0 0 800 -50 2.0-3.0arcsec 3 natural 0 2.8 11.69 4.21 37.55 4.62 5.1 16 0.04 2.2871 1.6e+02 19 28
SKASUR1 0 0 1400 -10 10.0-60.0arcmin 8 natural 0 64 7.90 0.12 16917.25 0.22 1.2e+02 1.9e+06 0.03 776.0777 3.7e+03 0.27 0.99
